V1 V2 V3 V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23
-0.00233788966214096 -0.0107694913598987 -0.00441034202151244 -0.0519940477427919 -0.0198175107643911 0.00964232499640118 0.00270050943783434 -0.016773769487028 -0.00424459685317416 -0.0183792454459861 0.000968030345616147 -0.00131183844936819 -0.0125159783042709 0.00736626055368079 -0.00560684367851754 -0.0202745722462265 -0.00136364763486971 -0.0384602869624744 -0.00705522062478496 0.0089744204569542 0.0115187840937449 198638572.505654 21654484.2148779
-0.0124012311619799 0.0199403600820202 0.0105789126971503 -0.038730244902618 0.0027286556735788 0.00762365649131376 -0.0392918122613741 0.0143948439094339 0.0156866270764972 -0.0180219186156606 0.00603347213262671 0.001270017017511 -0.0242178683806935 -0.0225851960987762 0.0029989591595168 0.00337724982412104 0.0178427202444499 0.0284029057659254 0.00280493082644571 0.0148855698599492 -0.023004812636874 329375486.716725 44705343.6579987
0.000237055450465363 0.0278084925243594 -0.0265169302779042 0.00957366397212266 0.0184750058921595 -0.0292463248824035 0.0255081293786254 0.0042283352689086 -0.00751273234673026 -0.0195067213900514 -0.0173783806073857 0.00038590104368948 0.0193318401276831 0.0145700929863403 -0.0182945052457886 -0.0124724494732823 0.0149933299029587 0.0162213583124064 0.0157244114227755 0.0238813751256904 -0.0270492154081015 336660740.952403 49333514.5643851
-0.00839404483970954 -0.00354202218691468 -0.010395352126153 0.0195067680659795 -0.00769639086370138 0.0142462923605663 -0.00743305822910992 -0.00680319294031467 -0.0280920155911394 0.00109046222041108 0.0331304572898069 0.0090868278822242 -0.00761959818826222 -0.022388201712882 -0.0103727784426923 -0.0302039437859237 0.0215112861051072 -0.0044449295289388 0.00969275902661299 -0.00154878636919593 -0.0191164940764791 298730314.9057 42438121.2355786
-0.00969099797410547 0.00591112265048978 -0.00786772321379115 -0.00830651868706078 0.00227627003757475 -0.00385612921033981 0.00383756036125879 -0.013225478704822 -0.00152224480391295 -0.00588172286509468 0.0152686533626939 0.0249724946366678 -0.0124061813807288 -0.00389433268703019 0.0298811275201996 -0.025192270778213 -0.0169085806772408 -0.0416730775582294 0.0201040234627348 -0.00940061599504745 -0.0311215573819527 366053656.920891 54068295.7383976
-0.0051296331393282 0.000735401860257153 -0.0140134517288712 0.0106472279980607 0.00552507003529521 -0.0334697246680763 -0.0028173604137375 -0.0123321512341191 0.00588075346415689 -0.0101881963347824 -0.0137117701189893 -0.0255259243125228 0.0373848676917813 -0.0224932588430217 -0.000912146278557618 -0.00333310319685723 0.00775959604140242 -0.0144834057235339 -0.00481957407961365 0.0333014105983678 0.00859138804416798 203650911.11214 23564288.6887857
0.000303771612403283 0.010820441476997 0.0259593446785745 -0.0165699124615279 0.000249264416941269 -0.00664935616570246 0.0162708293528896 0.00544449664157736 -0.026423002328342 0.031361877679835 0.0136806497357252 -0.00567560954353291 0.00449119212192928 0.0312286824405529 -0.00427599595699554 0.0213121359903826 0.0262017128405977 0.00296823841661327 0.0103471208238335 0.023053047600112 -0.0195156541491542 294543904.084794 41349501.959131
-0.00215558446735765 0.027915571252441 0.0261246102825568 0.0185889997714502 0.0123488880765231 0.024995210533139 -0.000815319568810838 -0.00302962774989901 -0.00909682444965755 0.0465471698307515 -0.0172242694570479 -0.00861763649499897 0.026087098830417 -0.0271382251268378 -0.00993751119462179 -0.0335213877172356 -0.0102412800900923 0.000742885799354792 0.030753527988596 -0.00153996089602813 0.00144574275719924 216391841.378595 28410485.7304302
-0.0219715199591151 0.00137241506817856 -0.00192153764907228 -0.00246209986073098 0.00975516557719243 -0.0183487423643942 -0.03009377249533 -0.0186112872919989 0.0142681641595901 -0.0172394863422685 -0.00714553516687829 0.00312562170489988 -0.026355173188718 -0.0173256418467526 -0.0199792447479481 -0.0222657410719108 -0.0197582712622411 -0.0100553775509882 0.0180553377428172 -0.00308451389567469 0.0219164277064051 166834320.897927 18435986.6513138
-0.0127868373145017 0.0271730741014254 -0.0182620756850882 -0.0259762302998019 -0.0330773897411153 0.037728151550561 -0.00783057521855641 -0.0490195101201594 0.00659604489511526 0.0343571007750843 0.0121718773847413 0.023410415543691 -0.0155982730809707 -0.0171608135642055 0.0300355112579913 -0.0314440837498836 0.000939312936115394 -0.0114537792297887 0.00385411488140099 -0.00481057714567326 0.00911370206590092 204629495.135283 22997317.9369676
